,tweet_clean,klasifikasi
1880,how do you access the campus website if you use xlhome it can't work,Netral
1881,hi jack ada bantu xlhome fiber thanks adi,Positif
1882,"xlhome the net is really bad, can't you open it?",Negatif
1883,"i don't access the xlhome router dashboard, change the preferred dns setting, dhcp dns newsletter",Netral
1884,xlhome nderrr,Netral
1885,subscribe to xlhome kk,Netral
1886,"wal then the xlhome wifi connection is really annoying, no internet",Negatif
1887,"yesterday xl home promo moon cake is complete, the tv is unlimited mbps promo, that's the promo if you open a road stand",Positif
1888,care using xlhome wkwk,Netral
1889,please buy an xlhome package with unlimited cellphones,Netral
1890,xl home mbps get that much,Positif
1891,And their laziness is not enough,Netral
1892,"hi kimosabe, sorry for the inconvenience, the XL home fiber service hook via dm, thanks dian",Negatif
1893,a xlhome xl jadilebihbaik,Netral
1894,a xlhome xl jadilebihbaik a xlhome xl jadilebihbaik,Netral
1895,I'm being turned on to make xlhome really an indihomo dick,Positif
1896,"hi reza, hooks to serve xlhome fiber via message, thanks ersa",Positif
1897,"hi, come on, there is help for xlhome fiber, thanks adi",Positif
1898,at home,Netral
1899,indihome cimahi cheap promos kenceng indihome wificheap wifi internetcheap indihomefiber indihomepromo xlhome myrepublic fast internet internet telkom telkomindonesia firstmedia at home promoxlhome pricesxlhome,Positif
1900,indihome cimahi new promo indihome wificheap wifi internet cheap indihomefiber indihomepromo xlhome myrepublic internetfast internet telkom telkomindonesia firstmedia at home promoxlhome pricexlhome pricepromoxlhome xlhomepromo,Positif
1901,indihome promo bandung indihome wificheap wifi internetcheap indihomefiber indihomepromo xlhome myrepublicfast internet telkom telkomindonesia firstmedia at home promoxlhome pricesxlhome pricespromoxlhome xlhomepromo firsmed,Netral
1902,install indihome kopo indihome wificheap wifi internetcheap indihomefiber indihomepromo xlhome myrepublic internetfast internet telkom telkomindonesia firstmedia at home promoxlhome pricesxlhome pricespromoxlhome xlhomepromo firsmedia,Netral
1903,isi rbt xl home easy quota GB php in dapatnya GB,Positif
1904,hi mahmud ada bantu xlhome fiber thanks adi,Positif
1905,"hello, report xlhome, the los indicator is blinking red, the sub id is dead, please follow up, thanks",Netral
1906,"choose the bargain package xlhome family up to mbps yes xl home m up to mbps rp xl home smart up to mbps rp charge for VAT, thanks adi",Positif
1907,"please wait widely, hopefully the xlhome fiber net covers the area thanks adi",Positif
1908,ok already contact seller xlhome min,Positif
1909,"promo pay for xl home, this is the period in june, pay for xl home, blibli, promo code xlhome-jun, get a maximum cashback of Rp. Thousands, let's pay subscribe to xl home blibli",Netral
1910,"hi ali, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
1911,"a good one is actually a cbn biznet xlhome a good cbn area is good, tell the technician to install it so I can cut it",Positif
1912,xlhome rb perbln sdh include android box mbps,Netral
1913,"Already using xlhome, so far, it's very fast, the wifi rarely troubles, it's not like split wifi",Positif
1914,"ges is on, just keep the bus peting parem dei want to move ajig akh to mnc nubte xlhome",Netral
1915,I see that xlhome is doing dc,Netral
1916,xl home is not a signal friend,Netral
1917,"hello, internet complaint, the los indicator is red, i report cs, xlhome news center, city, good technician, please help, thank you",Positif
1918,gin msh aj pake fm xlhome lach,Netral
1919,"xl home is good, when the download doesn't arrive the minute it's finished but sometimes it's like that when it's raining, I'm really drunk",Positif
1920,xlhome buy mbps the day you get it,Netral
1921,"hi, sis ryan, try the address information, install the registration number, install the indihome service, dm check, the request is meika",Netral
1922,"I live in the middle of the municipality even in the outskirts of the municipality, can I install WiFi from Indihome, the pole is not installed, but I still have the pole because the house is in an alley, even in the middle of the municipality, that's the fate of the suburban house",Positif
1923,"Min, the xlhome area doesn't use xl, it's a different area, right?",Positif
1924,"btw xlhome is annoying, thanks",Negatif
1925,try xlhome wkwk,Netral
1926,hello min change email address to bill month xlhome,Netral
1927,"woi xlhome is crashing, hoping for a scam to pay for expensive wifi",Negatif
1928,I've dm no response xlhome severe big promo super fast super lot,Positif
1929,what's super fast a lot is really bad xlhome,Negatif
1930,"xlhome from now on, it's annoying",Negatif
1931,"hi victor help check the panjibuwono residence covered by the xlhome fiber net, help with information on the cluster street name, help check if the net is available thanks adi",Positif
1932,asking for the house of panjibuwono residence babelan xlhome is it disturbing?,Negatif
1933,"hi ann, play the xl home service product, contact via dm, thanks ersa",Positif
1934,"the area of ​​​​the house is the xlhome stand, the info that registers uses the photo ID, selfie ID card",Netral
1935,"indihome is bad, better use xlhome",Negatif
1936,"the highlight is watching full because there is a bad signal from xl home, really annoyed",Negatif
1937,"ISP is cheap, sweet at the beginning, just use the level of trash, only the provider of deception xlhome xixi",Positif
1938,xlhome is very cool,Positif
1939,hypera paket xl home lancar,Netral
1940,"I'm proud to use xlhome during a meeting, my problem is stable",Positif
1941,hahahaha gw xlhome,Positif
1942,mncplay myrep xlhome centrin online,Netral
1943,pls let xlhome make the cake,Netral
1944,"I've done my homework to promote the contents of the form x selfie didn't follow up yesterday I came to say I've included the system but still register for ID card, kk etc., want this selfie xlhome",Netral
1945,"hi net xlhome Jagakarsa, yes, it's very slow, dr smalemm, even though there's a lot of quota, please, minnn",Negatif
1946,"it's not detailed, the xlhome staff registers selfies, doesn't follow up from th sp, I mean xlhome with such behavior",Negatif
1947,xlhome nih hehehe mbps k,Netral
1948,"It's a homework assignment for the promotion of x selfie not following up yesterday came to say that I have included the system but still registering my ID card, etc. Selfie sucks, I want this xlhome",Negatif
1949,just use xl home tsel orbit cal hahaha because my house is also indihome but it's better to have a wifi modem instead of indihome,Positif
1950,"hi eka the area is covered by xlhome fiber, here is the information on the covered area, please check",Netral
1951,"xl home is good, cheap cylinder or cheap basic price, red logo",Positif
1952,"If Biznet enters or not, waiting for xl home to install a pole near the house, it's like waiting for the dead sea to come to life",Negatif
1953,"hi bro, you can help me with xlhome fiber thanks bro",Positif
1954,"how is it done, but the effort has to be crazy, business competition rolls up those who report to RT, you change providers, yes, I moved just info u indihome",Negatif
1955,aman xlhome,Netral
1956,"thank you, sis, andy, rotate the service xl home fiber, the connection is thanks adi",Positif
1957,hi sis andy is there help xlhome fiber thanks adi,Positif
1958,"hi sis Novi the solo area is covered by xlhome fiber, here's the information on the covered area, please check",Netral
1959,dm ya nomor xlhome nya thank you min,Netral
1960,"the suggestion for the indigo xlhome myrepublic house is good, but pulling the cable is worth it or not pulling the cable like that",Positif
1961,"hi sis, hooks to serve xlhome fiber via dm, thanks ersa",Positif
1962,"Ahh, it's good, I don't know, since February, gin, mas, xl home, the initiative to come home, just fix it, cuih",Positif
1963,"I hope xl home isn't like this, what is it like indihome",Netral
1964,"Min, register xlhome via the website, reply to the email of the list, how are you, please check min",Netral
1965,"xlhome xcite modem set box mayan, the purchase price is separate, buy android tv fiber modem",Netral
1966,hi sister esha can you help me with xlhome fiber thanks bro,Positif
1967,xl home fiber area cilebut why did min break up from stgh,Netral
1968,"hi sis Anton, hooks up to serve xlhome fiber via dm, thanks ersa",Positif
1969,"no hdmi, but it's better to use xl home to connect it",Positif
1970,"wedew emg xlhome is using genshin gb update, no minutes wkwkwk",Netral
1971,"hi sis iqbaal, hook up xlhome fiber via dm, thanks dian",Positif
1972,hi kak kait layan xlhome fiber via dm ya thanks dian,Positif
1973,"the setup that uses the browser doesn't take out the sim card, the xlhome smartphone, receives sms, returns the sim, it's not practical",Netral
1974,"xlhome, why are you so tired?",Negatif
1975,"install xlhome wifi, the signal is stable, the price is reasonable",Positif
1976,"Min, register for xlhome via the website on June yesterday, the response is that the location of the house is covered by xlhome, please help, thank you",Netral
1977,xlhome ane ga yah sony,Netral
1978,bergelud xlhome,Netral
1979,"at the end of xlhome, it's annoying to be lazy",Negatif
1980,hi sis issafiah is there help xlhome fiber thanks adi,Positif
1981,gpp min xlhome fiber ok aja,Positif
1982,hi sis dedi thank you for supporting xlhome fiber thanks adi,Positif
1983,"cake, you have to hurry to change xlhome",Netral
1984,"the xlhomecitranet option etc. the price range is not different unless it's really tight, isn't it forcing?",Negatif
1985,"I use indi if I don't use a limit, then I can get mbps, the quota is finished quickly, it's reduced to kbps. Monthly, the rate of the day is only when I use it, it's really slow.",Positif
1986,xlhome ngasyiii,Netral
1987,xlhome asu ben set the clock and the signal is lost jnck,Netral
1988,hi sis kristin is there help xlhome fiber thanks adi,Positif
1989,xlhome kalo lg also ms,Netral
1990,please xlhome install complex isp already this firstmedia doesn't work,Negatif
1991,How dare xlhome not be covered by wong vegas don't cry shittt,Netral
1992,"xl home is cheaper than indihome mbps xl home sm with mbps indihome but telkom is still at a loss too, it looks like garuda too",Netral
1993,"If you go to see the red car, the Indihome promo is just waiting for you, btw, use IndiHome, Firstmedia, Bizznet, Xlhome, Citranet, etc.",Netral
1994,"hi sis, iqbal xlhome unlimited fup, sis Kenan, please provide complete address information dm name of street rt rw no block of house of sub-district head of city, help me, thank you ersa",Positif
1995,"live broadcast looking for city xl sales, cs at home doesn't enter the coverage area of ​​xlhome dpn pole at home when checking sales, direct sales on friday afternoon register Monday morning already installed",Positif
1996,"hi bro, sadal, the xlhome package is selling, subscribe to the installation, bro, detailed information please dm thanks ersa",Positif
1997,hi sis allika is there help xlhome fiber thanks adi,Positif
1998,"good afternoon, xlhome is having trouble with internet connection, last saturday tried to contact the technician but he doesn't work there the number of the technician I connected to the former southern tambun area",Positif
1999,"I'm surprised xlhome collects the date of May, collects the date directly, piye",Positif
