content,id,trans_eng,tweet_clean,tweet_english,klasifikasi
@xlhomeid kak cara agar tempat kt tercover jaringan gimana? Pengen banget pake xlhome id:(,1261317040490508289,"@xlhomeid sis, how to make the KT place covered with the network? I really want to use xlhome id :(","sis, how to make the KT place covered with the network? I really want to use xlhome id","sis, how to make the kt place covered with the network? i really want to use xlhome id",Positif
"@banjarbase bagus sinyalnya lancar bnr,  kosku pakai xlhome",1261301023630454784,"@banjarbase good signal smoothly, boarding house, my boarding house uses xlhome","good signal smoothly, boarding house, my boarding house uses xlhome","good signal smoothly, boarding house, my boarding house uses xlhom",Positif
Kenapadeh kadang kworah dan igeh itu kalau diakses gabisa pake wifi (xlhome) ? Maunya pake paket data doang,1261294019075698690,Kenapadeh sometimes Kworah and Igeh if accessed can not use WiFi (XLHOME)? I want to use a data package,Kenapadeh sometimes Kworah and Igeh if accessed can not use WiFi (XLHOME)? I want to use a data package,kenapadeh sometimes kworah and igeh if accessed can not use wifi (xlhome)? i want to use a data packag,Netral
Padahal rencana mau ganti wifi ke xlhome tp gara2 liat org2 tweet komplain ttg wifinya jadi bimbank😌,1261291514262458370,Even though the plan is to change wifi to xlhome but because of seeing people tweeting complaints about wifinya so it becomes a bimank😌,Even though the plan is to change wifi to xlhome but because of seeing people tweeting complaints about wifinya so it becomes a bimank,even though the plan is to change wifi to xlhome but because of seeing people tweeting complaints about wifinya so it becomes a bimank,Netral
"@febyudhana @Setyo_D_Andi Di perumahan gw baru ada Indihome sama Xlhome, sementara ini nonton iflix Ama catchplay dulu 😢",1261285385142820864,"@febyudhana @etyo_d_andi in my new housing there is indihome with xlhome, while watching iflix and catchplay first 😢","in my new housing there is indihome with xlhome, while watching iflix and catchplay first","in my new housing there is indihome with xlhome, while watching iflix and catchplay first",Positif
"@gojeg @IndiHome Nunggu xlhome lewat, tapi mbuh kapan",1261278164140978177,"@gojeg @indiHome waiting for xlhome to pass, but when","waiting for xlhome to pass, but when","waiting for xlhome to pass, but when",Netral
"@nunubjm Hi Muhammad, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Fitri",1261275512455852032,"@nunubjm Hi Muhammad, related to Xlhome Fiber services can be conveyed via DM :) #thanks ^Fitri","Hi Muhammad, related to Xlhome Fiber services can be conveyed via DM ^Fitri","hi muhammad, related to xlhome fiber services can be conveyed via dm ^fitri",Netral
@subtanyarl Xlhome,1261273870788485124,@subanyarl xlhome,xlhome,xlhome,Netral
"Daftarnya Sekali...!!!, Konek Selamanya ... 🤗 #xlhome #xlhomemakassar #mikexlhome #makassarsmartcity #dirumahaja #xlhomemks #xlhomeformks https://t.co/IXZ7mOLc66",1261194764625612805,"List once ... !!!, connect forever ... 🤗 #xlhome #xlhomemakassar #mikexlhome #makassarshmartcity #dirumahja #xlhomemks #xlhomeformks https://t.co/ixz7molc66","List once ... !!!, connect forever ...","list once ... !!!, connect forever ...",Netral
"@pembacajurnal  Hi Pubmed, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1261180321900322818,"@pembacajurnal hi pubmed, can we help you about xlhome? #Thanks ^adi :)","hi pubmed, can we help you about xlhome? ^adi","hi pubmed, can we help you about xlhome? ^adi",Netral
"@gxxda_  Hi Kcon, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1261180089359724549,"@gxxda_ hi kcon, is there anything we can help with xlhome? #Thanks ^adi :)","hi kcon, is there anything we can help with xlhome? ^adi","hi kcon, is there anything we can help with xlhome? ^adi",Netral
@KazuNori_DotA Apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Fitri,1261166896373575682,@Kazunori_dota is there anything asked about the Xlhome Fiber service? #Thanks ^Fitri,is there anything asked about the Xlhome Fiber service? ^Fitri,is there anything asked about the xlhome fiber service? ^fitri,Netral
"@iamRizgee2  Hi Rizge, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1261124739503779840,"@iamrizgee2 hi rizge, can we help you about xlhome? #Thanks ^adi :)","hi rizge, can we help you about xlhome? ^adi","hi rizge, can we help you about xlhome? ^adi",Netral
"@puchikunya  Hi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1261089898133467136,"@puchikunya hi, can we help you about xlhome? #Thanks ^adi :)","hi, can we help you about xlhome? ^adi","hi, can we help you about xlhome? ^adi",Netral
"@bamstri8689  Hi Lord, cek area kamu saat ini masih belum tercover jaringan XLHome Fiber. Informasi lebih lanjut apakah area kamu sudah ter-cover atau belum, silakan cek disini https://t.co/0QqojBNA5H #Thanks ^AdI :)",1261088130104356864,"@Bamstri8689 Hi Lord, Check your area at this time still not covered by the Xlhome Fiber network. For further information whether your area has been covered or not, please check here https://t.co/0qqojbna5h #thanks ^adi :)","Hi Lord, Check your area at this time still not covered by the Xlhome Fiber network. For further information whether your area has been covered or not, please check here ^adi","hi lord, check your area at this time still not covered by the xlhome fiber network. for further information whether your area has been covered or not, please check here ^adi",Netral
"@toni_inter24  Hi Ariestoni, cek area kamu saat ini masih belum tercover jaringan XLHome Fiber. Informasi lebih lanjut apakah area kamu sudah ter-cover atau belum, silakan cek disini https://t.co/0QqojBNA5H #Thanks ^AdI :)",1261087145491525633,"@toni_inter24 hi ariestoni, check your area at this time still not covered by the xlhome fiber network. For further information whether your area has been covered or not, please check here https://t.co/0qqojbna5h #thanks ^adi :)","hi ariestoni, check your area at this time still not covered by the xlhome fiber network. For further information whether your area has been covered or not, please check here ^adi","hi ariestoni, check your area at this time still not covered by the xlhome fiber network. for further information whether your area has been covered or not, please check here ^adi",Netral
@butterclouns Pke xlhome sj hyunk🤓🤟,1261069418278215681,@butterclouns pke xlhome sj hyunk🤓🤟,pke xlhome sj hyunk,pke xlhome sj hyunk,Netral
@putiswaswa Ada. 369. Dia udh pake fiber pulak. Tp hrs dicek wilayahnya udh kena xlhome belum.,1260934794562527237,"@putiswaswa there. 369. He has used fiber pulak. But I have to be checked by the area, it has been hit by xlhome yet.","there. . He has used fiber pulak. But I have to be checked by the area, it has been hit by xlhome yet.","there. . he has used fiber pulak. but i have to be checked by the area, it has been hit by xlhome yet.",Netral
@frizkialfiann @nisfornisa @IndiHome Ganti xlhome,1260918125383413761,@frizkialfiann @nisfornisa @indihome change xlhome,change xlhome,change xlhom,Netral
@apapayaaaa xlhome,1260908219938902016,@apapayaaaa xlhome,xlhome,xlhome,Netral
@wibybyby Pake xlhome aja kak ganti2,1260903695006326787,@wibybyby just use xlhome sis replace it,just use xlhome sis replace it,just use xlhome sis replace it,Netral
"ga cuma indie home kok, skrg xlhome jg lg bapuk zz",1260902464028504064,"not just indie home, now xlhome too bapuk zz","not just indie home, now xlhome too bapuk zz","not just indie home, now xlhome too bapuk zz",Netral
"#PROMORAMADHAN berlangganan 50Mbps 299rb dapetnya 100Mbps hingga bulan ke-6 
Yuk daftar yg di #jogja area #sleman #Bantul Banguntapan #XLHomeJogja #internetjogja #wifijogja #xlhome https://t.co/tIgZGR84S5",1260755220549652480,"#Promoramadhan subscribe to 50Mbps 299rb get 100Mbps until the 6th month
Let's list in #Jogja Area #Sleman #Bantul Banguntapan #XLHOMEJOGJA #Internetjogja #wifijogja #xlhome https://t.co/tigzgr84s5",subscribe to Mbps rb get Mbps until the th monthLet's list in Area Banguntapan,subscribe to mbps rb get mbps until the th monthlet's list in area banguntapan,Netral
@halim_wijaya11 @xlhomeid Ganti xlhome lu ?,1260745171538374659,@Halim_wijaya11 @xlhomeid Change xlhome you?,Change xlhome you?,change xlhome you?,Netral
"@ErzaMaul_  Hi Erza, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1260737049209921537,"@Erzamaul_ Hi Erza, related to Xlhome Fiber services can be conveyed via DM :) #thanks ^Dian","Hi Erza, related to Xlhome Fiber services can be conveyed via DM ^Dian","hi erza, related to xlhome fiber services can be conveyed via dm ^dian",Netral
"@lelelaila  Hi Lailanurazizah, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1260723754201608194,"@lelelaila hi lailanurazizah, is there anything asked about the Xlhome fiber service? #Thanks ^Dian","hi lailanurazizah, is there anything asked about the Xlhome fiber service? ^Dian","hi lailanurazizah, is there anything asked about the xlhome fiber service? ^dian",Netral
"@kemlonih  Hi Kemlon, terkait layanan XLHome Fiber bisa disampaikan via pesan ya :) #Thanks ^Dian",1260723698337603584,"@kemlonih hi kemlon, related to xlhome fiber service can be conveyed via message yes :) #thanks ^Dian","hi kemlon, related to xlhome fiber service can be conveyed via message yes ^Dian","hi kemlon, related to xlhome fiber service can be conveyed via message yes ^dian",Netral
@subtanyarl Xlhome hyung,1260718306857607168,@subanyarl xlhome hyung,xlhome hyung,xlhome hyung,Netral
@dindanrm Tida ada xlhome disini 😭 provider data seluler ku pun telkomsel 😩,1260673723821985792,@dindanrm there is no xlhome here 😭 My cellular data provider is also Telkomsel 😩,there is no xlhome here My cellular data provider is also Telkomsel,there is no xlhome here my cellular data provider is also telkomsel,Netral
@mak_wulan @IndiHome @xlhomeid @XLHome atau pake MNC atau @MyRepublicJKT @MyRepublicID @MyRepublic ...,1260594356706107398,@mak_wulan @IndiHome @xlhomeid @xlhome or use mnc or @myrepublicjkt @myrepublicid @myrepublic ...,or use mnc or ...,or use mnc or ...,Netral
@xlhomeid xlhome lagi lemot ini jaringannya?,1260520284089540608,@xlhomeid xlhome again slow this network?,xlhome again slow this network?,xlhome again slow this network?,Negatif
"@jaludab Kirain semenjak xLhome masuk, yg lain bisa masuk",1260298964496080897,"@jaludab I think since Xlhome entered, others can enter","I think since Xlhome entered, others can enter","i think since xlhome entered, others can ent",Netral
Ada yang pake XLhome buat internetnya?,1260261618455207938,Anyone use xlhome for the internet?,Anyone use xlhome for the internet?,anyone use xlhome for the internet?,Netral
"@deviandrialdi  Hi Devi, setelah kami bantu cek untuk saat ini alamat Devi belum ter-cover jaringan XLHome Fiber. Untuk informasi lebih lanjut apakah area Devi sudah ter-cover atau belum, silahkan cek disini https://t.co/0QqojBNA5H, ya. #Thanks ^Dian",1260191744429223941,"@deviandrialdi Hi Devi, after we help check for now Devi's address has not been covered by the Xlhome Fiber network. For more information whether the Devi area has been covered or not, please check here https://t.co/0qqojbna5h, yes. #Thanks ^Dian","Hi Devi, after we help check for now Devi's address has not been covered by the Xlhome Fiber network. For more information whether the Devi area has been covered or not, please check here , yes. ^Dian","hi devi, after we help check for now devi's address has not been covered by the xlhome fiber network. for more information whether the devi area has been covered or not, please check here , yes. ^dian",Positif
"@xlhomeid Semenjak density gak bisa di akses, xlhome sdh gak ada apa2 nya lagi. Seharusnya penghilangan 1 item harga harus diturunkan. Krn sdh mengurangi layanan dr pperjanjian awal waktu pasang baru. Terlalu banyak kurangnya dr pada bagus.",1260175782292230146,"@xlhomeid since density can't be accessed, xlhome has nothing else. The removal of 1 price item should be reduced. Because it has reduced the service from the initial agreement of the new installation time. Too much lack of good.","since density can't be accessed, xlhome has nothing else. The removal of price item should be reduced. Because it has reduced the service from the initial agreement of the new installation time. Too much lack of good.","since density can't be accessed, xlhome has nothing else. the removal of price item should be reduced. because it has reduced the service from the initial agreement of the new installation time. too much lack of good.",Positif
"@ferrynugra blum, tp kayanya lirik ke xlhome sih. ntar biar ade gw yg atur 😅",1260170194049089536,"@ferrynugra blum, but it seems like the lyrics to xlhome anyway. Later let me set it 😅","blum, but it seems like the lyrics to xlhome anyway. Later let me set it","blum, but it seems like the lyrics to xlhome anyway. later let me set it",Netral
"@alichaidar  Hi, terkait layanan XLHome Fiber bisa disampaikan via pesan ya :) #Thanks ^Dian",1260124857108271104,"@alichaidar hi, related to xlhome fiber service can be conveyed via message yes :) #thanks ^Dian","hi, related to xlhome fiber service can be conveyed via message yes ^Dian","hi, related to xlhome fiber service can be conveyed via message yes ^dian",Netral
"@Riandyrs  Hi kak, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1260090813675012096,"@Riandyrs hi sis, related to xlhome fiber services can be conveyed via DM huh :) #thanks ^Dian","hi sis, related to xlhome fiber services can be conveyed via DM huh ^Dian","hi sis, related to xlhome fiber services can be conveyed via dm huh ^dian",Netral
"Khusus masyarakat Daerah Istimewa Yogyakarta, yang mau pasang wifi bisa berlangganan XL Home sekarang !! 
Mumpung ada Promo Paket Family Up To 100 Mbps Rp 349rb/bulan = Rp 299rb/bulan * Hingga 31 Mei 2020. 
Untuk info lengkapnya bisa WA : 0856-5511-0506
#XLHOME #Jogja #Sleman https://t.co/oa94tA2rUZ",1260072898275889155,"Especially for the people of Yogyakarta Special Region, who want to install WiFi can subscribe to XL Home now !!
While there is a promo package family up to 100 Mbps Rp 349rb/month = Rp. 299rb/month * until May 31, 2020.
For complete information, WA: 0856-5511-0506
#Xlhome #jogja #sleman https://t.co/oa94ta2ruz","Especially for the people of Yogyakarta Special Region, who want to install WiFi can subscribe to XL Home now !!While there is a promo package family up to Mbps Rp rb/month = Rp. rb/month * until May , .For complete information, WA: $NUMBER$-0506","especially for the people of yogyakarta special region, who want to install wifi can subscribe to xl home now !!while there is a promo package family up to mbps rp rb/month = rp. rb/month * until may , .for complete information, wa: $number$-0506",Positif
